backend,executor,solver-p,solver-U,preconditioner,number_of_iterations,resolution,processes,run_time,success
GKO,omp,CG,BiCGStab,none,0,8,2,0.2312,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226345,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229046,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228219,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227103,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225729,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.230653,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229874,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229156,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227641,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226385,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.222989,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227745,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228822,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.232046,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22598,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22769,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22683,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.2319,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22988,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229639,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.231343,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227865,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226845,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.231268,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22923,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227547,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.224688,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225945,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225231,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22968,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226812,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226866,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228343,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226633,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227465,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229527,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226329,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229106,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227443,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228697,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226109,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22914,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.231019,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228922,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229021,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22717,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229454,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227467,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227113,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22888,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.224731,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229815,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227608,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225397,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22642,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.230763,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.231443,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227044,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225221,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22913,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227415,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226295,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227837,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227985,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226267,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228448,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22738,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.230667,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228289,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228733,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228954,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226503,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22386,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22765,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226629,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.231399,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.230418,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229282,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227718,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.230654,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.224566,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.233616,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.230956,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.231126,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229506,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225815,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227672,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229722,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225426,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227111,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226573,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225041,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228113,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226694,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226689,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229626,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229146,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228625,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227773,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229874,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22897,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225628,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228737,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228637,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228565,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225533,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227133,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228674,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227187,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.231305,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226663,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226249,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22868,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.223118,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229964,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226178,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227147,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22454,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.224511,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22776,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22918,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229778,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228812,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.2251,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.23148,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227408,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228887,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229806,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225838,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225019,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227583,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227679,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228863,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226686,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225747,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.223522,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226159,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.222291,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.223374,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.224516,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.223756,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.223321,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.223966,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.220126,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.222634,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.220935,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.221506,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.219324,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22413,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.221761,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.223706,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.223748,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.220689,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.222024,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.224436,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22195,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22193,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.219712,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.219033,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.224126,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.223183,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225707,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.224404,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.221449,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.224615,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226627,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229462,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227044,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228461,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.224017,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.231915,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228041,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227073,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228541,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.231225,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.221353,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22595,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226844,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.223856,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.223851,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.223735,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225445,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226108,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.22951,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228174,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.224479,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227635,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.224129,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228587,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226009,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.223674,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.231511,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229287,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228244,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.224755,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228985,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227275,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.231181,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225393,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226718,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227943,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225115,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227702,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228947,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227034,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226584,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.220835,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.222907,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228342,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.225156,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.224675,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.224494,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226017,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227222,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.230003,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229784,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226461,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228166,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226096,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.218642,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.221353,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.224389,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228551,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228697,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.230099,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227899,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228255,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.227789,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.229182,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226715,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.226626,1
GKO,omp,CG,BiCGStab,none,0,8,2,0.228681,1
#Log Test_omp_p_U_2021-05-06-09:54:31/8/p-U-CG-GKO-none-omp/boxTurb16/log.1
#/*---------------------------------------------------------------------------*\
#  =========                 |
#  \\      /  F ield         | OpenFOAM: The Open Source CFD Toolbox
#   \\    /   O peration     | Website:  https://openfoam.org
#    \\  /    A nd           | Version:  8
#     \\/     M anipulation  |
#\*---------------------------------------------------------------------------*/
#Build  : 8-13d66902f78c
#Exec   : dnsFoam
#Date   : May 06 2021
#Time   : 12:42:15
#Host   : "uc2n473.localdomain"
#PID    : 3538162
#I/O    : uncollated
#Case   : /pfs/data5/home/kit/scc/nq7776/code/OBR/Test_omp_p_U_2021-05-06-09:54:31/8/p-U-CG-GKO-none-omp/boxTurb16
#nProcs : 1
#sigFpe : Enabling floating point exception trapping (FOAM_SIGFPE).
#fileModificationChecking : Monitoring run-time modified files using timeStampMaster (fileModificationSkew 10)
#allowSystemOperations : Allowing user-supplied system call operations
#
#// * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * //
#Create time
#
#Create mesh, no clear-out for time = 0
#
#Reading transportProperties
#
#Reading field p
#
#Reading field U
#
#Reading/calculating face flux field phi
#
#Reading momentumTransport
#
#
#Starting time loop
#Time = 0.2
#
#    Number of forced K = 6
#k(0.2) = 0
#epsilon(0.2) = 0
#U.f(0.2) = 0
#Gingko init_host_sparsity_pattern : 0 ms
# matrix not stored update host matrix 
#Gingko update_host_mtx : 0 ms
#matrix is not yet sorted, compute sorting idxs 
# compute sorting idxs 3200
#Gingko compute_sort : 2 ms
#matrix is not yet sorted,  sorting host matrix 
#Gingko sort_host_mtx_sparsity_pattern : 0 ms
#Gingko sort_host_mtx : 0 ms
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOBiCGStab:  Solving for Ux, Initial residual = 0, Final residual = 0, No Iterations 8
#Gingko init_host_sparsity_pattern : 0 ms
# matrix not stored update host matrix 
#Gingko update_host_mtx : 0 ms
#matrix is not yet sorted,  sorting host matrix 
#Gingko sort_host_mtx_sparsity_pattern : 0 ms
#Gingko sort_host_mtx : 0 ms
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 0 ms
# copy back
# get iters 
#noneGKOBiCGStab:  Solving for Uy, Initial residual = 0, Final residual = 0, No Iterations 7
#Gingko init_host_sparsity_pattern : 0 ms
# matrix not stored update host matrix 
#Gingko update_host_mtx : 0 ms
#matrix is not yet sorted,  sorting host matrix 
#Gingko sort_host_mtx_sparsity_pattern : 0 ms
#Gingko sort_host_mtx : 0 ms
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 0 ms
# copy back
# get iters 
#noneGKOBiCGStab:  Solving for Uz, Initial residual = 0, Final residual = 0, No Iterations 8
#Gingko init_host_sparsity_pattern : 0 ms
# matrix not stored update host matrix 
#Gingko update_host_mtx : 0 ms
#matrix is not yet sorted,  sorting host matrix 
#Gingko sort_host_mtx_sparsity_pattern : 0 ms
#Gingko sort_host_mtx : 0 ms
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 2 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 34
#time step continuity errors : sum local = 2.52567e-08, global = -6.74238e-20, cumulative = -6.74238e-20
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 32
#time step continuity errors : sum local = 3.25729e-08, global = -4.67562e-20, cumulative = -1.1418e-19
#ExecutionTime = 0.09 s  ClockTime = 0 s
#
#Time = 0.4
#
#    Number of forced K = 6
#k(0.4) = 0.00066788
#epsilon(0.4) = 0.000912583
#U.f(0.4) = 0.461419
#Gingko init_host_sparsity_pattern : 0 ms
# matrix not stored update host matrix 
#Gingko update_host_mtx : 0 ms
#matrix is not yet sorted,  sorting host matrix 
#Gingko sort_host_mtx_sparsity_pattern : 0 ms
#Gingko sort_host_mtx : 0 ms
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 0 ms
# copy back
# get iters 
#noneGKOBiCGStab:  Solving for Ux, Initial residual = 0, Final residual = 0, No Iterations 7
#Gingko init_host_sparsity_pattern : 0 ms
# matrix not stored update host matrix 
#Gingko update_host_mtx : 0 ms
#matrix is not yet sorted,  sorting host matrix 
#Gingko sort_host_mtx_sparsity_pattern : 0 ms
#Gingko sort_host_mtx : 0 ms
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 0 ms
# copy back
# get iters 
#noneGKOBiCGStab:  Solving for Uy, Initial residual = 0, Final residual = 0, No Iterations 7
#Gingko init_host_sparsity_pattern : 0 ms
# matrix not stored update host matrix 
#Gingko update_host_mtx : 0 ms
#matrix is not yet sorted,  sorting host matrix 
#Gingko sort_host_mtx_sparsity_pattern : 0 ms
#Gingko sort_host_mtx : 0 ms
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 0 ms
# copy back
# get iters 
#noneGKOBiCGStab:  Solving for Uz, Initial residual = 0, Final residual = 0, No Iterations 7
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 34
#time step continuity errors : sum local = 4.00308e-08, global = 1.32815e-19, cumulative = 1.86347e-20
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 32
#time step continuity errors : sum local = 3.3884e-08, global = -4.1403e-19, cumulative = -3.95395e-19
#ExecutionTime = 0.11 s  ClockTime = 0 s
#
#Time = 0.6
#
#    Number of forced K = 6
#k(0.6) = 0.00130432
#epsilon(0.6) = 0.00175898
#U.f(0.6) = 1.13836
#Gingko init_host_sparsity_pattern : 0 ms
# matrix not stored update host matrix 
#Gingko update_host_mtx : 0 ms
#matrix is not yet sorted,  sorting host matrix 
#Gingko sort_host_mtx_sparsity_pattern : 0 ms
#Gingko sort_host_mtx : 0 ms
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 0 ms
# copy back
# get iters 
#noneGKOBiCGStab:  Solving for Ux, Initial residual = 0, Final residual = 0, No Iterations 7
#Gingko init_host_sparsity_pattern : 0 ms
# matrix not stored update host matrix 
#Gingko update_host_mtx : 0 ms
#matrix is not yet sorted,  sorting host matrix 
#Gingko sort_host_mtx_sparsity_pattern : 0 ms
#Gingko sort_host_mtx : 0 ms
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 0 ms
# copy back
# get iters 
#noneGKOBiCGStab:  Solving for Uy, Initial residual = 0, Final residual = 0, No Iterations 7
#Gingko init_host_sparsity_pattern : 0 ms
# matrix not stored update host matrix 
#Gingko update_host_mtx : 0 ms
#matrix is not yet sorted,  sorting host matrix 
#Gingko sort_host_mtx_sparsity_pattern : 0 ms
#Gingko sort_host_mtx : 0 ms
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 0 ms
# copy back
# get iters 
#noneGKOBiCGStab:  Solving for Uz, Initial residual = 0, Final residual = 0, No Iterations 7
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 34
#time step continuity errors : sum local = 4.3658e-08, global = 2.23617e-20, cumulative = -3.73033e-19
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 33
#time step continuity errors : sum local = 5.27455e-08, global = -1.65341e-19, cumulative = -5.38374e-19
#ExecutionTime = 0.13 s  ClockTime = 0 s
#
#Time = 0.8
#
#    Number of forced K = 6
#k(0.8) = 0.00339351
#epsilon(0.8) = 0.00417324
#U.f(0.8) = 1.93074
#Gingko init_host_sparsity_pattern : 0 ms
# matrix not stored update host matrix 
#Gingko update_host_mtx : 0 ms
#matrix is not yet sorted,  sorting host matrix 
#Gingko sort_host_mtx_sparsity_pattern : 0 ms
#Gingko sort_host_mtx : 0 ms
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 0 ms
# copy back
# get iters 
#noneGKOBiCGStab:  Solving for Ux, Initial residual = 0, Final residual = 0, No Iterations 7
#Gingko init_host_sparsity_pattern : 0 ms
# matrix not stored update host matrix 
#Gingko update_host_mtx : 0 ms
#matrix is not yet sorted,  sorting host matrix 
#Gingko sort_host_mtx_sparsity_pattern : 0 ms
#Gingko sort_host_mtx : 0 ms
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 0 ms
# copy back
# get iters 
#noneGKOBiCGStab:  Solving for Uy, Initial residual = 0, Final residual = 0, No Iterations 7
#Gingko init_host_sparsity_pattern : 0 ms
# matrix not stored update host matrix 
#Gingko update_host_mtx : 0 ms
#matrix is not yet sorted,  sorting host matrix 
#Gingko sort_host_mtx_sparsity_pattern : 0 ms
#Gingko sort_host_mtx : 0 ms
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 0 ms
# copy back
# get iters 
#noneGKOBiCGStab:  Solving for Uz, Initial residual = 0, Final residual = 0, No Iterations 7
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 2 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 36
#time step continuity errors : sum local = 3.22372e-08, global = -3.49994e-19, cumulative = -8.88368e-19
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 35
#time step continuity errors : sum local = 2.69205e-08, global = 3.35425e-19, cumulative = -5.52943e-19
#ExecutionTime = 0.15 s  ClockTime = 0 s
#
#Time = 1
#
#    Number of forced K = 6
#k(1) = 0.00527629
#epsilon(1) = 0.00630196
#U.f(1) = 2.24861
#Gingko init_host_sparsity_pattern : 0 ms
# matrix not stored update host matrix 
#Gingko update_host_mtx : 0 ms
#matrix is not yet sorted,  sorting host matrix 
#Gingko sort_host_mtx_sparsity_pattern : 0 ms
#Gingko sort_host_mtx : 0 ms
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 0 ms
# copy back
# get iters 
#noneGKOBiCGStab:  Solving for Ux, Initial residual = 0, Final residual = 0, No Iterations 7
#Gingko init_host_sparsity_pattern : 0 ms
# matrix not stored update host matrix 
#Gingko update_host_mtx : 0 ms
