backend,executor,solver-p,preconditioner,number_of_iterations,resolution,processes,run_time,success
GKO,omp,CG,none,0,8,1,0.291805,1
GKO,omp,CG,none,0,8,1,0.295636,1
GKO,omp,CG,none,0,8,1,0.291399,1
GKO,omp,CG,none,0,8,1,0.288017,1
GKO,omp,CG,none,0,8,1,0.292978,1
GKO,omp,CG,none,0,8,1,0.292527,1
GKO,omp,CG,none,0,8,1,0.289715,1
GKO,omp,CG,none,0,8,1,0.293054,1
GKO,omp,CG,none,0,8,1,0.290881,1
GKO,omp,CG,none,0,8,1,0.300754,1
GKO,omp,CG,none,0,8,1,0.297132,1
GKO,omp,CG,none,0,8,1,0.29451,1
GKO,omp,CG,none,0,8,1,0.293548,1
GKO,omp,CG,none,0,8,1,0.290169,1
GKO,omp,CG,none,0,8,1,0.293989,1
GKO,omp,CG,none,0,8,1,0.296318,1
GKO,omp,CG,none,0,8,1,0.290065,1
GKO,omp,CG,none,0,8,1,0.290656,1
GKO,omp,CG,none,0,8,1,0.289455,1
GKO,omp,CG,none,0,8,1,0.296829,1
GKO,omp,CG,none,0,8,1,0.290804,1
GKO,omp,CG,none,0,8,1,0.292053,1
GKO,omp,CG,none,0,8,1,0.295859,1
GKO,omp,CG,none,0,8,1,0.294493,1
GKO,omp,CG,none,0,8,1,0.292304,1
GKO,omp,CG,none,0,8,1,0.292465,1
GKO,omp,CG,none,0,8,1,0.289872,1
GKO,omp,CG,none,0,8,1,0.293084,1
GKO,omp,CG,none,0,8,1,0.291563,1
GKO,omp,CG,none,0,8,1,0.301229,1
GKO,omp,CG,none,0,8,1,0.302212,1
GKO,omp,CG,none,0,8,1,0.295799,1
GKO,omp,CG,none,0,8,1,0.295391,1
GKO,omp,CG,none,0,8,1,0.294884,1
GKO,omp,CG,none,0,8,1,0.294838,1
GKO,omp,CG,none,0,8,1,0.300621,1
GKO,omp,CG,none,0,8,1,0.294022,1
GKO,omp,CG,none,0,8,1,0.292708,1
GKO,omp,CG,none,0,8,1,0.292035,1
GKO,omp,CG,none,0,8,1,0.299528,1
GKO,omp,CG,none,0,8,1,0.291405,1
GKO,omp,CG,none,0,8,1,0.289155,1
GKO,omp,CG,none,0,8,1,0.291673,1
GKO,omp,CG,none,0,8,1,0.29331,1
GKO,omp,CG,none,0,8,1,0.288841,1
GKO,omp,CG,none,0,8,1,0.289279,1
GKO,omp,CG,none,0,8,1,0.29013,1
GKO,omp,CG,none,0,8,1,0.299755,1
GKO,omp,CG,none,0,8,1,0.301334,1
GKO,omp,CG,none,0,8,1,0.290524,1
GKO,omp,CG,none,0,8,1,0.293957,1
GKO,omp,CG,none,0,8,1,0.292405,1
GKO,omp,CG,none,0,8,1,0.292322,1
GKO,omp,CG,none,0,8,1,0.301363,1
GKO,omp,CG,none,0,8,1,0.290016,1
GKO,omp,CG,none,0,8,1,0.294217,1
GKO,omp,CG,none,0,8,1,0.291658,1
GKO,omp,CG,none,0,8,1,0.291785,1
GKO,omp,CG,none,0,8,1,0.291704,1
GKO,omp,CG,none,0,8,1,0.290821,1
GKO,omp,CG,none,0,8,1,0.288442,1
GKO,omp,CG,none,0,8,1,0.291409,1
GKO,omp,CG,none,0,8,1,0.291162,1
GKO,omp,CG,none,0,8,1,0.292237,1
GKO,omp,CG,none,0,8,1,0.294517,1
GKO,omp,CG,none,0,8,1,0.291519,1
GKO,omp,CG,none,0,8,1,0.292206,1
GKO,omp,CG,none,0,8,1,0.293387,1
GKO,omp,CG,none,0,8,1,0.293529,1
GKO,omp,CG,none,0,8,1,0.288506,1
GKO,omp,CG,none,0,8,1,0.291554,1
GKO,omp,CG,none,0,8,1,0.293572,1
GKO,omp,CG,none,0,8,1,0.290556,1
GKO,omp,CG,none,0,8,1,0.292627,1
GKO,omp,CG,none,0,8,1,0.290939,1
GKO,omp,CG,none,0,8,1,0.293227,1
GKO,omp,CG,none,0,8,1,0.290538,1
GKO,omp,CG,none,0,8,1,0.293891,1
GKO,omp,CG,none,0,8,1,0.296457,1
GKO,omp,CG,none,0,8,1,0.288519,1
GKO,omp,CG,none,0,8,1,0.292458,1
GKO,omp,CG,none,0,8,1,0.292752,1
GKO,omp,CG,none,0,8,1,0.292937,1
GKO,omp,CG,none,0,8,1,0.289851,1
GKO,omp,CG,none,0,8,1,0.292383,1
GKO,omp,CG,none,0,8,1,0.290251,1
GKO,omp,CG,none,0,8,1,0.294686,1
GKO,omp,CG,none,0,8,1,0.28984,1
GKO,omp,CG,none,0,8,1,0.289394,1
GKO,omp,CG,none,0,8,1,0.290376,1
GKO,omp,CG,none,0,8,1,0.291957,1
GKO,omp,CG,none,0,8,1,0.291507,1
GKO,omp,CG,none,0,8,1,0.289363,1
GKO,omp,CG,none,0,8,1,0.290945,1
GKO,omp,CG,none,0,8,1,0.292909,1
GKO,omp,CG,none,0,8,1,0.290629,1
GKO,omp,CG,none,0,8,1,0.295008,1
GKO,omp,CG,none,0,8,1,0.290472,1
GKO,omp,CG,none,0,8,1,0.291264,1
GKO,omp,CG,none,0,8,1,0.290593,1
GKO,omp,CG,none,0,8,1,0.290378,1
GKO,omp,CG,none,0,8,1,0.289605,1
GKO,omp,CG,none,0,8,1,0.291901,1
GKO,omp,CG,none,0,8,1,0.294921,1
GKO,omp,CG,none,0,8,1,0.321371,1
GKO,omp,CG,none,0,8,1,0.290907,1
GKO,omp,CG,none,0,8,1,0.291152,1
GKO,omp,CG,none,0,8,1,0.289866,1
GKO,omp,CG,none,0,8,1,0.29295,1
GKO,omp,CG,none,0,8,1,0.292249,1
GKO,omp,CG,none,0,8,1,0.291346,1
GKO,omp,CG,none,0,8,1,0.296399,1
GKO,omp,CG,none,0,8,1,0.292709,1
GKO,omp,CG,none,0,8,1,0.291885,1
GKO,omp,CG,none,0,8,1,0.290903,1
GKO,omp,CG,none,0,8,1,0.290199,1
GKO,omp,CG,none,0,8,1,0.288967,1
GKO,omp,CG,none,0,8,1,0.293135,1
GKO,omp,CG,none,0,8,1,0.290905,1
GKO,omp,CG,none,0,8,1,0.291115,1
GKO,omp,CG,none,0,8,1,0.291035,1
GKO,omp,CG,none,0,8,1,0.291342,1
GKO,omp,CG,none,0,8,1,0.29086,1
GKO,omp,CG,none,0,8,1,0.291203,1
GKO,omp,CG,none,0,8,1,0.28946,1
GKO,omp,CG,none,0,8,1,0.293885,1
GKO,omp,CG,none,0,8,1,0.291836,1
GKO,omp,CG,none,0,8,1,0.288338,1
GKO,omp,CG,none,0,8,1,0.294422,1
GKO,omp,CG,none,0,8,1,0.293562,1
GKO,omp,CG,none,0,8,1,0.291563,1
GKO,omp,CG,none,0,8,1,0.291271,1
GKO,omp,CG,none,0,8,1,0.295981,1
GKO,omp,CG,none,0,8,1,0.29521,1
GKO,omp,CG,none,0,8,1,0.294987,1
GKO,omp,CG,none,0,8,1,0.290399,1
GKO,omp,CG,none,0,8,1,0.293398,1
#Log Test_omp_p_2021-05-06-09:54:31/8/p-CG-GKO-none-omp/boxTurb16/log.1
#/*---------------------------------------------------------------------------*\
#  =========                 |
#  \\      /  F ield         | OpenFOAM: The Open Source CFD Toolbox
#   \\    /   O peration     | Website:  https://openfoam.org
#    \\  /    A nd           | Version:  8
#     \\/     M anipulation  |
#\*---------------------------------------------------------------------------*/
#Build  : 8-13d66902f78c
#Exec   : dnsFoam
#Date   : May 06 2021
#Time   : 09:55:32
#Host   : "uc2n473.localdomain"
#PID    : 3452041
#I/O    : uncollated
#Case   : /pfs/data5/home/kit/scc/nq7776/code/OBR/Test_omp_p_2021-05-06-09:54:31/8/p-CG-GKO-none-omp/boxTurb16
#nProcs : 1
#sigFpe : Enabling floating point exception trapping (FOAM_SIGFPE).
#fileModificationChecking : Monitoring run-time modified files using timeStampMaster (fileModificationSkew 10)
#allowSystemOperations : Allowing user-supplied system call operations
#
#// * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * //
#Create time
#
#Create mesh, no clear-out for time = 0
#
#Reading transportProperties
#
#Reading field p
#
#Reading field U
#
#Reading/calculating face flux field phi
#
#Reading momentumTransport
#
#
#Starting time loop
#Time = 0.2
#
#    Number of forced K = 6
#k(0.2) = 0
#epsilon(0.2) = 0
#U.f(0.2) = 0
#smoothSolver:  Solving for Ux, Initial residual = 1, Final residual = 8.38125e-06, No Iterations 6
#smoothSolver:  Solving for Uy, Initial residual = 1, Final residual = 5.04818e-06, No Iterations 7
#smoothSolver:  Solving for Uz, Initial residual = 1, Final residual = 3.58221e-06, No Iterations 7
#Gingko init_host_sparsity_pattern : 0 ms
# matrix not stored update host matrix 
#Gingko update_host_mtx : 0 ms
#matrix is not yet sorted, compute sorting idxs 
# compute sorting idxs 3200
#Gingko compute_sort : 2 ms
#matrix is not yet sorted,  sorting host matrix 
#Gingko sort_host_mtx_sparsity_pattern : 0 ms
#Gingko sort_host_mtx : 0 ms
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 2 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 35
#time step continuity errors : sum local = 2.04088e-08, global = -5.21772e-20, cumulative = -5.21772e-20
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 32
#time step continuity errors : sum local = 3.25644e-08, global = -6.23416e-20, cumulative = -1.14519e-19
#ExecutionTime = 0.08 s  ClockTime = 0 s
#
#Time = 0.4
#
#    Number of forced K = 6
#k(0.4) = 0.000667878
#epsilon(0.4) = 0.00091258
#U.f(0.4) = 0.461419
#smoothSolver:  Solving for Ux, Initial residual = 0.25157, Final residual = 3.55492e-06, No Iterations 6
#smoothSolver:  Solving for Uy, Initial residual = 0.425819, Final residual = 5.64473e-06, No Iterations 6
#smoothSolver:  Solving for Uz, Initial residual = 0.538319, Final residual = 9.62006e-06, No Iterations 6
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 34
#time step continuity errors : sum local = 4.08641e-08, global = 4.58075e-19, cumulative = 3.43557e-19
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 32
#time step continuity errors : sum local = 3.52986e-08, global = -1.49755e-19, cumulative = 1.93801e-19
#ExecutionTime = 0.09 s  ClockTime = 0 s
#
#Time = 0.6
#
#    Number of forced K = 6
#k(0.6) = 0.00130502
#epsilon(0.6) = 0.0017599
#U.f(0.6) = 1.13875
#smoothSolver:  Solving for Ux, Initial residual = 0.432085, Final residual = 6.3598e-06, No Iterations 6
#smoothSolver:  Solving for Uy, Initial residual = 0.374876, Final residual = 6.94899e-06, No Iterations 6
#smoothSolver:  Solving for Uz, Initial residual = 0.358895, Final residual = 6.84773e-06, No Iterations 6
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 2 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 36
#time step continuity errors : sum local = 2.83976e-08, global = 2.10064e-19, cumulative = 4.03865e-19
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 33
#time step continuity errors : sum local = 5.50351e-08, global = -5.21772e-20, cumulative = 3.51688e-19
#ExecutionTime = 0.09 s  ClockTime = 0 s
#
#Time = 0.8
#
#    Number of forced K = 6
#k(0.8) = 0.0033923
#epsilon(0.8) = 0.00417312
#U.f(0.8) = 1.93021
#smoothSolver:  Solving for Ux, Initial residual = 0.208769, Final residual = 5.30134e-06, No Iterations 6
#smoothSolver:  Solving for Uy, Initial residual = 0.211463, Final residual = 4.15518e-06, No Iterations 6
#smoothSolver:  Solving for Uz, Initial residual = 0.222662, Final residual = 2.78417e-06, No Iterations 6
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 2 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 36
#time step continuity errors : sum local = 3.63421e-08, global = 4.06237e-19, cumulative = 7.57925e-19
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 34
#time step continuity errors : sum local = 4.21284e-08, global = -7.04731e-20, cumulative = 6.87452e-19
#ExecutionTime = 0.1 s  ClockTime = 0 s
#
#Time = 1
#
#    Number of forced K = 6
#k(1) = 0.00527412
#epsilon(1) = 0.00630107
#U.f(1) = 2.24769
#smoothSolver:  Solving for Ux, Initial residual = 0.349961, Final residual = 5.5662e-06, No Iterations 6
#smoothSolver:  Solving for Uy, Initial residual = 0.142271, Final residual = 2.31638e-06, No Iterations 6
#smoothSolver:  Solving for Uz, Initial residual = 0.375375, Final residual = 4.71196e-06, No Iterations 6
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 34
#time step continuity errors : sum local = 4.73036e-08, global = 4.52654e-19, cumulative = 1.14011e-18
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 33
#time step continuity errors : sum local = 5.96545e-08, global = -2.03288e-21, cumulative = 1.13807e-18
#ExecutionTime = 0.1 s  ClockTime = 0 s
#
#Time = 1.2
#
#    Number of forced K = 6
#k(1.2) = 0.00720628
#epsilon(1.2) = 0.00826759
#U.f(1.2) = 2.44504
#smoothSolver:  Solving for Ux, Initial residual = 0.475951, Final residual = 5.03244e-06, No Iterations 6
#smoothSolver:  Solving for Uy, Initial residual = 0.219617, Final residual = 3.90451e-06, No Iterations 6
#smoothSolver:  Solving for Uz, Initial residual = 0.204034, Final residual = 4.03084e-06, No Iterations 6
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 2 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 36
#time step continuity errors : sum local = 4.36536e-08, global = -3.09336e-19, cumulative = 8.28737e-19
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 32
#time step continuity errors : sum local = 4.59701e-08, global = 3.87941e-19, cumulative = 1.21668e-18
#ExecutionTime = 0.11 s  ClockTime = 0 s
#
#Time = 1.4
#
#    Number of forced K = 6
#k(1.4) = 0.00848295
#epsilon(1.4) = 0.00959718
#U.f(1.4) = 2.35258
#smoothSolver:  Solving for Ux, Initial residual = 0.568886, Final residual = 9.40323e-06, No Iterations 6
#smoothSolver:  Solving for Uy, Initial residual = 0.220538, Final residual = 1.69917e-06, No Iterations 6
#smoothSolver:  Solving for Uz, Initial residual = 0.135583, Final residual = 2.59042e-06, No Iterations 6
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 2 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 36
#time step continuity errors : sum local = 5.90267e-08, global = 5.77338e-19, cumulative = 1.79402e-18
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 34
#time step continuity errors : sum local = 6.16493e-08, global = 3.55584e-19, cumulative = 2.1496e-18
#ExecutionTime = 0.11 s  ClockTime = 0 s
#
#Time = 1.6
#
#    Number of forced K = 6
#k(1.6) = 0.00922466
#epsilon(1.6) = 0.010255
#U.f(1.6) = 2.41595
#smoothSolver:  Solving for Ux, Initial residual = 0.219264, Final residual = 2.74987e-06, No Iterations 6
#smoothSolver:  Solving for Uy, Initial residual = 0.193227, Final residual = 2.94099e-06, No Iterations 6
#smoothSolver:  Solving for Uz, Initial residual = 0.129291, Final residual = 2.70824e-06, No Iterations 6
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 34
#time step continuity errors : sum local = 6.00114e-08, global = 6.13929e-19, cumulative = 2.76353e-18
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 31
#time step continuity errors : sum local = 6.96283e-08, global = 4.1403e-19, cumulative = 3.17756e-18
#ExecutionTime = 0.12 s  ClockTime = 0 s
#
#Time = 1.8
#
#    Number of forced K = 6
#k(1.8) = 0.0087158
#epsilon(1.8) = 0.00983215
#U.f(1.8) = 2.52675
#smoothSolver:  Solving for Ux, Initial residual = 0.281665, Final residual = 3.12744e-06, No Iterations 6
#smoothSolver:  Solving for Uy, Initial residual = 0.153877, Final residual = 2.49557e-06, No Iterations 6
#smoothSolver:  Solving for Uz, Initial residual = 0.252738, Final residual = 3.90483e-06, No Iterations 6
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 2 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 37
#time step continuity errors : sum local = 4.52533e-08, global = 1.07065e-19, cumulative = 3.28462e-18
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 2 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 35
#time step continuity errors : sum local = 5.06347e-08, global = 6.41035e-19, cumulative = 3.92566e-18
#ExecutionTime = 0.12 s  ClockTime = 0 s
#
#Time = 2
#
#    Number of forced K = 6
#k(2) = 0.00887776
#epsilon(2) = 0.00993525
#U.f(2) = 2.36338
#smoothSolver:  Solving for Ux, Initial residual = 0.218783, Final residual = 9.47071e-06, No Iterations 5
#smoothSolver:  Solving for Uy, Initial residual = 0.164292, Final residual = 2.21708e-06, No Iterations 6
#smoothSolver:  Solving for Uz, Initial residual = 0.230153, Final residual = 3.84768e-06, No Iterations 6
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 2 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 36
#time step continuity errors : sum local = 4.19328e-08, global = 3.26277e-19, cumulative = 4.25194e-18
#Gingko init_preconditioner : 0 ms
# get_precond == NULL
#Gingko solve : 1 ms
# copy back
# get iters 
#noneGKOCG:  Solving for p, Initial residual = 0, Final residual = 0, No Iterations 34
#time step continuity errors : sum local = 4.84305e-08, global = -3.57787e-19, cumulative = 3.89415e-18
#ExecutionTime = 0.13 s  ClockTime = 0 s
#
#End
#
#
GKO,omp,CG,none,0,8,2,0.293949,1
GKO,omp,CG,none,0,8,2,0.294597,1
GKO,omp,CG,none,0,8,2,0.28928,1
GKO,omp,CG,none,0,8,2,0.290814,1
GKO,omp,CG,none,0,8,2,0.294541,1
GKO,omp,CG,none,0,8,2,0.291986,1
GKO,omp,CG,none,0,8,2,0.290813,1
GKO,omp,CG,none,0,8,2,0.289611,1
GKO,omp,CG,none,0,8,2,0.295772,1
GKO,omp,CG,none,0,8,2,0.293718,1
GKO,omp,CG,none,0,8,2,0.294233,1
GKO,omp,CG,none,0,8,2,0.291188,1
GKO,omp,CG,none,0,8,2,0.293264,1
GKO,omp,CG,none,0,8,2,0.293484,1
GKO,omp,CG,none,0,8,2,0.293702,1
GKO,omp,CG,none,0,8,2,0.292858,1
GKO,omp,CG,none,0,8,2,0.291631,1
GKO,omp,CG,none,0,8,2,0.291978,1
GKO,omp,CG,none,0,8,2,0.29362,1
GKO,omp,CG,none,0,8,2,0.296102,1
GKO,omp,CG,none,0,8,2,0.296176,1
GKO,omp,CG,none,0,8,2,0.293328,1
GKO,omp,CG,none,0,8,2,0.294785,1
GKO,omp,CG,none,0,8,2,0.292522,1
GKO,omp,CG,none,0,8,2,0.293088,1
GKO,omp,CG,none,0,8,2,0.293947,1
GKO,omp,CG,none,0,8,2,0.291513,1
GKO,omp,CG,none,0,8,2,0.290432,1
GKO,omp,CG,none,0,8,2,0.290162,1
GKO,omp,CG,none,0,8,2,0.292324,1
GKO,omp,CG,none,0,8,2,0.293815,1
GKO,omp,CG,none,0,8,2,0.292562,1
GKO,omp,CG,none,0,8,2,0.292536,1
GKO,omp,CG,none,0,8,2,0.293193,1
GKO,omp,CG,none,0,8,2,0.289558,1
GKO,omp,CG,none,0,8,2,0.292828,1
GKO,omp,CG,none,0,8,2,0.293034,1
GKO,omp,CG,none,0,8,2,0.292926,1
GKO,omp,CG,none,0,8,2,0.293878,1
GKO,omp,CG,none,0,8,2,0.296071,1
GKO,omp,CG,none,0,8,2,0.295483,1
GKO,omp,CG,none,0,8,2,0.293103,1
GKO,omp,CG,none,0,8,2,0.292718,1
GKO,omp,CG,none,0,8,2,0.295851,1
GKO,omp,CG,none,0,8,2,0.295874,1
GKO,omp,CG,none,0,8,2,0.290629,1
GKO,omp,CG,none,0,8,2,0.290316,1
GKO,omp,CG,none,0,8,2,0.291905,1
GKO,omp,CG,none,0,8,2,0.297301,1
GKO,omp,CG,none,0,8,2,0.292711,1
GKO,omp,CG,none,0,8,2,0.291383,1
GKO,omp,CG,none,0,8,2,0.295988,1
GKO,omp,CG,none,0,8,2,0.291996,1
GKO,omp,CG,none,0,8,2,0.290871,1
GKO,omp,CG,none,0,8,2,0.296149,1
GKO,omp,CG,none,0,8,2,0.291668,1
GKO,omp,CG,none,0,8,2,0.291825,1
GKO,omp,CG,none,0,8,2,0.291269,1
GKO,omp,CG,none,0,8,2,0.295053,1
GKO,omp,CG,none,0,8,2,0.292217,1
GKO,omp,CG,none,0,8,2,0.294612,1
GKO,omp,CG,none,0,8,2,0.290464,1
GKO,omp,CG,none,0,8,2,0.291324,1
GKO,omp,CG,none,0,8,2,0.291963,1
GKO,omp,CG,none,0,8,2,0.29217,1
GKO,omp,CG,none,0,8,2,0.291334,1
GKO,omp,CG,none,0,8,2,0.292557,1
GKO,omp,CG,none,0,8,2,0.291873,1
GKO,omp,CG,none,0,8,2,0.293074,1
GKO,omp,CG,none,0,8,2,0.290828,1
GKO,omp,CG,none,0,8,2,0.294202,1
GKO,omp,CG,none,0,8,2,0.293336,1
GKO,omp,CG,none,0,8,2,0.290057,1
GKO,omp,CG,none,0,8,2,0.294327,1
GKO,omp,CG,none,0,8,2,0.291755,1
GKO,omp,CG,none,0,8,2,0.292427,1
GKO,omp,CG,none,0,8,2,0.293775,1
GKO,omp,CG,none,0,8,2,0.293937,1
GKO,omp,CG,none,0,8,2,0.291812,1
GKO,omp,CG,none,0,8,2,0.294631,1
GKO,omp,CG,none,0,8,2,0.294863,1
GKO,omp,CG,none,0,8,2,0.293487,1
GKO,omp,CG,none,0,8,2,0.290954,1
GKO,omp,CG,none,0,8,2,0.29219,1
GKO,omp,CG,none,0,8,2,0.295399,1
GKO,omp,CG,none,0,8,2,0.292647,1
GKO,omp,CG,none,0,8,2,0.296596,1
GKO,omp,CG,none,0,8,2,0.294013,1
GKO,omp,CG,none,0,8,2,0.29504,1
GKO,omp,CG,none,0,8,2,0.294191,1
GKO,omp,CG,none,0,8,2,0.290513,1
GKO,omp,CG,none,0,8,2,0.291098,1
GKO,omp,CG,none,0,8,2,0.290705,1
GKO,omp,CG,none,0,8,2,0.294113,1
GKO,omp,CG,none,0,8,2,0.298407,1
GKO,omp,CG,none,0,8,2,0.291667,1
GKO,omp,CG,none,0,8,2,0.292171,1
GKO,omp,CG,none,0,8,2,0.294183,1
GKO,omp,CG,none,0,8,2,0.298472,1
GKO,omp,CG,none,0,8,2,0.295873,1
GKO,omp,CG,none,0,8,2,0.296933,1
GKO,omp,CG,none,0,8,2,0.293405,1
GKO,omp,CG,none,0,8,2,0.295116,1
GKO,omp,CG,none,0,8,2,0.288559,1
GKO,omp,CG,none,0,8,2,0.291755,1
GKO,omp,CG,none,0,8,2,0.290899,1
