executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,omp_threads,mpi_ranks,node,log_id,setup_time,run_time,number_of_iterations_p,number_of_iterations_U,linear_solve_p,linear_solve_U
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.10077,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.098768,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.098506,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.098919,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.100089,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.099588,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.100498,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.098477,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.097,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.098064,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.0988,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.098855,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.101335,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.104895,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.105066,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.104321,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.100324,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.101382,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.100765,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.097876,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.09901,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.102409,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.099672,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.09711,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.102599,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.106099,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.104771,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.100853,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.105359,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.106758,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.105158,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.103023,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.100691,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.105003,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.101932,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.106346,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.102757,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.101516,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.1002,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.101105,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.098491,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.097425,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.102773,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.096694,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.099029,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.101286,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.101296,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.102825,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.101315,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.121667,252.0,125.0,956.0,21271.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.125324,252.0,125.0,985.0,21427.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.123252,252.0,125.0,1052.0,22826.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.130263,252.0,125.0,956.0,21430.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.127244,252.0,125.0,952.0,21341.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.133824,252.0,125.0,1113.0,23387.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.130773,252.0,125.0,959.0,21358.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.132113,252.0,125.0,1010.0,22125.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.136285,252.0,125.0,1026.0,22935.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.130137,252.0,125.0,965.0,21395.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.127117,252.0,125.0,965.0,21673.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.123823,252.0,125.0,961.0,21694.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.121114,252.0,125.0,1025.0,21600.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.122957,252.0,125.0,977.0,21219.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.124981,252.0,125.0,963.0,21582.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.121164,252.0,125.0,957.0,21388.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.128412,252.0,125.0,1015.0,22122.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.126068,252.0,125.0,994.0,21461.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.127346,252.0,125.0,989.0,21404.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.12991,252.0,125.0,1014.0,22150.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.129879,252.0,125.0,1055.0,22281.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.124572,252.0,125.0,1007.0,21317.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.131392,252.0,125.0,1066.0,23796.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.122247,252.0,125.0,996.0,21492.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.12851,252.0,125.0,1077.0,23457.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.127864,252.0,125.0,1061.0,23170.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.125136,252.0,125.0,1112.0,22957.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.119409,252.0,125.0,973.0,21559.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.124387,252.0,125.0,978.0,21261.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.121882,252.0,125.0,954.0,21308.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.126701,252.0,125.0,998.0,22538.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.12413,252.0,125.0,993.0,22552.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.12446,252.0,125.0,978.0,21268.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.123717,252.0,125.0,981.0,21122.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.121679,252.0,125.0,931.0,21083.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.126389,252.0,125.0,1001.0,22105.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.122652,252.0,125.0,979.0,21537.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.125051,252.0,125.0,972.0,21388.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.125156,252.0,125.0,948.0,21480.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.127692,252.0,125.0,990.0,21483.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.125467,252.0,125.0,965.0,21543.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.129393,252.0,125.0,949.0,21593.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.129766,252.0,125.0,985.0,21257.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.13231,252.0,125.0,1007.0,21510.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.131099,252.0,125.0,976.0,21117.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.127032,252.0,125.0,992.0,21673.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.126535,252.0,125.0,1008.0,21581.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.123468,252.0,125.0,1024.0,21670.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.124299,252.0,125.0,974.0,22109.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.129126,252.0,125.0,1020.0,21572.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.130801,252.0,125.0,989.0,21674.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.108577,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.107415,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.104555,252.0,125.0,0,0
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,8,0,uc2n471.localdomain,e5d35ebe0e9930a67b909315e2e2a22e,0.083821,0.103606,252.0,125.0,0,0
