executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,omp_threads,mpi_ranks,node,log_id,setup_time,run_time,number_of_iterations_p,number_of_iterations_U,linear_solve_p,linear_solve_U
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.090666,95.0,125.0,1081.0,623.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.084675,95.0,125.0,947.0,576.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.084764,95.0,125.0,981.0,568.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.090538,95.0,125.0,1079.0,589.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.090647,95.0,125.0,1041.0,616.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.085776,95.0,125.0,992.0,566.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.085929,95.0,125.0,1055.0,607.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.084374,95.0,125.0,1083.0,599.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.092649,95.0,125.0,1160.0,646.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.091617,95.0,125.0,1075.0,618.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.09192,95.0,125.0,1140.0,666.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.089203,95.0,125.0,1040.0,569.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.086275,95.0,125.0,976.0,548.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.091949,95.0,125.0,1140.0,653.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.091201,95.0,125.0,953.0,535.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.084566,95.0,125.0,990.0,556.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.084333,95.0,125.0,947.0,545.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.087248,95.0,125.0,957.0,549.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.087357,95.0,125.0,993.0,556.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.085958,95.0,125.0,1046.0,593.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.091126,95.0,125.0,1179.0,670.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.090133,95.0,125.0,976.0,549.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.085155,95.0,125.0,1049.0,606.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.085066,95.0,125.0,1026.0,571.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.08373,95.0,125.0,1025.0,573.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.091199,95.0,125.0,1068.0,595.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.087181,95.0,125.0,1142.0,650.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.082941,95.0,125.0,965.0,567.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.084699,95.0,125.0,978.0,577.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.090444,95.0,125.0,1082.0,642.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.089172,95.0,125.0,999.0,557.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.091703,95.0,125.0,1107.0,618.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.088363,95.0,125.0,989.0,574.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.086027,95.0,125.0,952.0,556.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.086084,95.0,125.0,1052.0,605.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.094255,95.0,125.0,1133.0,672.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.089659,95.0,125.0,957.0,537.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.086679,95.0,125.0,955.0,555.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.084797,95.0,125.0,965.0,549.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.084964,95.0,125.0,971.0,571.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.093042,95.0,125.0,1280.0,677.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.090283,95.0,125.0,1104.0,626.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.091289,95.0,125.0,1236.0,705.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.089863,95.0,125.0,976.0,551.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.087108,95.0,125.0,985.0,554.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.091504,95.0,125.0,1060.0,610.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.091024,95.0,125.0,985.0,598.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.085618,95.0,125.0,1070.0,593.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.084044,95.0,125.0,1066.0,609.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.085408,95.0,125.0,1079.0,600.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.08931,95.0,125.0,1063.0,621.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.085311,95.0,125.0,1046.0,602.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.093094,95.0,125.0,1100.0,629.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.088546,95.0,125.0,961.0,535.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.088097,95.0,125.0,1036.0,559.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.084764,95.0,125.0,963.0,541.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.084637,95.0,125.0,955.0,560.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.084347,95.0,125.0,963.0,532.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.085541,95.0,125.0,1027.0,585.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.082991,95.0,125.0,972.0,558.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.085026,95.0,125.0,963.0,552.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.087032,95.0,125.0,973.0,563.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.08419,95.0,125.0,979.0,577.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.0918,95.0,125.0,1100.0,629.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.093669,95.0,125.0,1000.0,577.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.084616,95.0,125.0,973.0,560.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.087782,95.0,125.0,1065.0,602.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.092197,95.0,125.0,1081.0,617.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.091751,95.0,125.0,984.0,571.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.086147,95.0,125.0,1118.0,634.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.085745,95.0,125.0,1126.0,626.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.084376,95.0,125.0,993.0,558.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.091353,95.0,125.0,1136.0,614.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.095129,95.0,125.0,1278.0,739.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.089114,95.0,125.0,1055.0,611.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.089051,95.0,125.0,1023.0,567.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.08646,95.0,125.0,992.0,562.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.092712,95.0,125.0,1078.0,608.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.08932,95.0,125.0,987.0,552.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,0,uc2n420.localdomain,f8a65289ee8a2438d22dac67c0262e57,0.089545,0.084857,95.0,125.0,931.0,539.0
